"Time","Day-ahead Price [EUR/MWh]"
"25.10.2022 06:00 - 25.10.2022 07:00","86.88"
"25.10.2022 07:00 - 25.10.2022 08:00","118.65"
"25.10.2022 08:00 - 25.10.2022 09:00","139.43"
"25.10.2022 09:00 - 25.10.2022 10:00","126.17"
"25.10.2022 10:00 - 25.10.2022 11:00","102.21"
"25.10.2022 11:00 - 25.10.2022 12:00","100.10"
"25.10.2022 12:00 - 25.10.2022 13:00","93.81"
"25.10.2022 13:00 - 25.10.2022 14:00","78.72"
"25.10.2022 14:00 - 25.10.2022 15:00","79.98"
"25.10.2022 15:00 - 25.10.2022 16:00","92.11"
"25.10.2022 16:00 - 25.10.2022 17:00","115.60"
"25.10.2022 17:00 - 25.10.2022 18:00","154.83"
"25.10.2022 18:00 - 25.10.2022 19:00","180.31"
"25.10.2022 19:00 - 25.10.2022 20:00","186.33"
"25.10.2022 20:00 - 25.10.2022 21:00","152.70"
"25.10.2022 21:00 - 25.10.2022 22:00","130.43"
"25.10.2022 22:00 - 25.10.2022 23:00","120.67"
"25.10.2022 23:00 - 26.10.2022 00:00","112.33"
"26.10.2022 00:00 - 26.10.2022 01:00","97.60"
"26.10.2022 01:00 - 26.10.2022 02:00","91.39"
"26.10.2022 02:00 - 26.10.2022 03:00","88.23"
"26.10.2022 03:00 - 26.10.2022 04:00","88.69"
"26.10.2022 04:00 - 26.10.2022 05:00","96.53"
"26.10.2022 05:00 - 26.10.2022 06:00","107.51"
"26.10.2022 06:00 - 26.10.2022 07:00","128.04"
"26.10.2022 07:00 - 26.10.2022 08:00","154.98"
"26.10.2022 08:00 - 26.10.2022 09:00","162.10"
"26.10.2022 09:00 - 26.10.2022 10:00","150.06"
"26.10.2022 10:00 - 26.10.2022 11:00","133.31"
"26.10.2022 11:00 - 26.10.2022 12:00","118.58"
"26.10.2022 12:00 - 26.10.2022 13:00","112.49"
"26.10.2022 13:00 - 26.10.2022 14:00","115.93"
"26.10.2022 14:00 - 26.10.2022 15:00","118.53"
"26.10.2022 15:00 - 26.10.2022 16:00","124.91"
"26.10.2022 16:00 - 26.10.2022 17:00","146.98"
"26.10.2022 17:00 - 26.10.2022 18:00","144.72"
"26.10.2022 18:00 - 26.10.2022 19:00","154.90"
"26.10.2022 19:00 - 26.10.2022 20:00","151.81"
"26.10.2022 20:00 - 26.10.2022 21:00","127.65"
"26.10.2022 21:00 - 26.10.2022 22:00","109.99"
"26.10.2022 22:00 - 26.10.2022 23:00","98.47"
"26.10.2022 23:00 - 27.10.2022 00:00","90.10"
"27.10.2022 00:00 - 27.10.2022 01:00","91.91"
"27.10.2022 01:00 - 27.10.2022 02:00","96.11"
"27.10.2022 02:00 - 27.10.2022 03:00","98.14"
"27.10.2022 03:00 - 27.10.2022 04:00","96.01"
"27.10.2022 04:00 - 27.10.2022 05:00","98.34"
"27.10.2022 05:00 - 27.10.2022 06:00","114.44"
"27.10.2022 06:00 - 27.10.2022 07:00","136.72"
"27.10.2022 07:00 - 27.10.2022 08:00","176.79"
"27.10.2022 08:00 - 27.10.2022 09:00","177.25"
"27.10.2022 09:00 - 27.10.2022 10:00","145.10"
"27.10.2022 10:00 - 27.10.2022 11:00","130.36"
"27.10.2022 11:00 - 27.10.2022 12:00","118.81"
"27.10.2022 12:00 - 27.10.2022 13:00","107.59"
"27.10.2022 13:00 - 27.10.2022 14:00","100.86"
"27.10.2022 14:00 - 27.10.2022 15:00","105.72"
"27.10.2022 15:00 - 27.10.2022 16:00","120.06"
"27.10.2022 16:00 - 27.10.2022 17:00","140.69"
"27.10.2022 17:00 - 27.10.2022 18:00","159.56"
"27.10.2022 18:00 - 27.10.2022 19:00","154.95"
"27.10.2022 19:00 - 27.10.2022 20:00","143.61"
"27.10.2022 20:00 - 27.10.2022 21:00","131.82"
"27.10.2022 21:00 - 27.10.2022 22:00","128.00"
"27.10.2022 22:00 - 27.10.2022 23:00","121.34"
"27.10.2022 23:00 - 28.10.2022 00:00","98.29"
"28.10.2022 00:00 - 28.10.2022 01:00","88.18"
"28.10.2022 01:00 - 28.10.2022 02:00","87.55"
"28.10.2022 02:00 - 28.10.2022 03:00","88.18"
"28.10.2022 03:00 - 28.10.2022 04:00","88.04"
"28.10.2022 04:00 - 28.10.2022 05:00","89.21"
"28.10.2022 05:00 - 28.10.2022 06:00","92.85"
"28.10.2022 06:00 - 28.10.2022 07:00","114.91"
"28.10.2022 07:00 - 28.10.2022 08:00","127.59"
"28.10.2022 08:00 - 28.10.2022 09:00","133.94"
"28.10.2022 09:00 - 28.10.2022 10:00","123.58"
"28.10.2022 10:00 - 28.10.2022 11:00","119.60"
"28.10.2022 11:00 - 28.10.2022 12:00","104.99"
"28.10.2022 12:00 - 28.10.2022 13:00","99.95"
"28.10.2022 13:00 - 28.10.2022 14:00","88.90"
"28.10.2022 14:00 - 28.10.2022 15:00","92.18"
"28.10.2022 15:00 - 28.10.2022 16:00","96.17"
"28.10.2022 16:00 - 28.10.2022 17:00","105.92"
"28.10.2022 17:00 - 28.10.2022 18:00","125.18"
"28.10.2022 18:00 - 28.10.2022 19:00","129.08"
"28.10.2022 19:00 - 28.10.2022 20:00","127.67"
"28.10.2022 20:00 - 28.10.2022 21:00","112.90"
"28.10.2022 21:00 - 28.10.2022 22:00","102.21"
"28.10.2022 22:00 - 28.10.2022 23:00","101.61"
"28.10.2022 23:00 - 29.10.2022 00:00","92.03"
"29.10.2022 00:00 - 29.10.2022 01:00","93.31"
"29.10.2022 01:00 - 29.10.2022 02:00","92.77"
"29.10.2022 02:00 - 29.10.2022 03:00","90.41"
"29.10.2022 03:00 - 29.10.2022 04:00","87.98"
"29.10.2022 04:00 - 29.10.2022 05:00","87.00"
"29.10.2022 05:00 - 29.10.2022 06:00","86.67"
"29.10.2022 06:00 - 29.10.2022 07:00","91.39"
"29.10.2022 07:00 - 29.10.2022 08:00","101.32"
"29.10.2022 08:00 - 29.10.2022 09:00","115.04"
"29.10.2022 09:00 - 29.10.2022 10:00","109.00"
"29.10.2022 10:00 - 29.10.2022 11:00","95.48"
"29.10.2022 11:00 - 29.10.2022 12:00","87.00"
"29.10.2022 12:00 - 29.10.2022 13:00","84.85"
"29.10.2022 13:00 - 29.10.2022 14:00","81.46"
"29.10.2022 14:00 - 29.10.2022 15:00","84.51"
"29.10.2022 15:00 - 29.10.2022 16:00","89.96"
"29.10.2022 16:00 - 29.10.2022 17:00","112.92"
"29.10.2022 17:00 - 29.10.2022 18:00","123.01"
"29.10.2022 18:00 - 29.10.2022 19:00","139.91"
"29.10.2022 19:00 - 29.10.2022 20:00","138.24"
"29.10.2022 20:00 - 29.10.2022 21:00","121.85"
"29.10.2022 21:00 - 29.10.2022 22:00","109.90"
"29.10.2022 22:00 - 29.10.2022 23:00","104.04"
"29.10.2022 23:00 - 30.10.2022 00:00","97.49"
"30.10.2022 00:00 - 30.10.2022 01:00","103.01"
"30.10.2022 01:00 - 30.10.2022 02:00","100.49"
"30.10.2022 02:00 - 30.10.2022 03:00","100.20"
"30.10.2022 02:00 - 30.10.2022 03:00","99.92"
"30.10.2022 03:00 - 30.10.2022 04:00","98.31"
"30.10.2022 04:00 - 30.10.2022 05:00","98.46"
"30.10.2022 05:00 - 30.10.2022 06:00","98.98"
"30.10.2022 06:00 - 30.10.2022 07:00","100.55"
"30.10.2022 07:00 - 30.10.2022 08:00","110.04"
"30.10.2022 08:00 - 30.10.2022 09:00","113.33"
"30.10.2022 09:00 - 30.10.2022 10:00","104.18"
"30.10.2022 10:00 - 30.10.2022 11:00","97.81"
"30.10.2022 11:00 - 30.10.2022 12:00","100.03"
"30.10.2022 12:00 - 30.10.2022 13:00","100.00"
"30.10.2022 13:00 - 30.10.2022 14:00","100.00"
"30.10.2022 14:00 - 30.10.2022 15:00","109.43"
"30.10.2022 15:00 - 30.10.2022 16:00","124.61"
"30.10.2022 16:00 - 30.10.2022 17:00","140.15"
"30.10.2022 17:00 - 30.10.2022 18:00","156.00"
"30.10.2022 18:00 - 30.10.2022 19:00","170.38"
"30.10.2022 19:00 - 30.10.2022 20:00","165.00"
"30.10.2022 20:00 - 30.10.2022 21:00","147.52"
"30.10.2022 21:00 - 30.10.2022 22:00","138.96"
"30.10.2022 22:00 - 30.10.2022 23:00","127.00"
"30.10.2022 23:00 - 31.10.2022 00:00","109.26"
"31.10.2022 00:00 - 31.10.2022 01:00","129.38"
"31.10.2022 01:00 - 31.10.2022 02:00","119.09"
"31.10.2022 02:00 - 31.10.2022 03:00","116.32"
"31.10.2022 03:00 - 31.10.2022 04:00","114.60"
"31.10.2022 04:00 - 31.10.2022 05:00","115.07"
"31.10.2022 05:00 - 31.10.2022 06:00","123.45"
"31.10.2022 06:00 - 31.10.2022 07:00","145.62"
"31.10.2022 07:00 - 31.10.2022 08:00","166.39"
"31.10.2022 08:00 - 31.10.2022 09:00","168.00"
"31.10.2022 09:00 - 31.10.2022 10:00","153.30"
"31.10.2022 10:00 - 31.10.2022 11:00","143.35"
"31.10.2022 11:00 - 31.10.2022 12:00","141.95"
"31.10.2022 12:00 - 31.10.2022 13:00","141.96"
"31.10.2022 13:00 - 31.10.2022 14:00","145.96"
"31.10.2022 14:00 - 31.10.2022 15:00","155.00"
"31.10.2022 15:00 - 31.10.2022 16:00","169.15"
"31.10.2022 16:00 - 31.10.2022 17:00","179.48"
"31.10.2022 17:00 - 31.10.2022 18:00","201.51"
"31.10.2022 18:00 - 31.10.2022 19:00","182.84"
"31.10.2022 19:00 - 31.10.2022 20:00","167.81"
"31.10.2022 20:00 - 31.10.2022 21:00","147.09"
"31.10.2022 21:00 - 31.10.2022 22:00","136.78"
"31.10.2022 22:00 - 31.10.2022 23:00","120.51"
"31.10.2022 23:00 - 01.11.2022 00:00","100.73"
